Churn,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,TotalCharges,customerID,gender,tenure
No,Two year,No,Yes,DSL,42.44,No phone service,No internet service,Yes,No,Yes,Mailed check,No,0,No internet service,No internet service,Yes,6480.69,ID913,Male,31
Yes,Two year,No,No,No,40.09,Yes,No,No internet service,Yes,No,Electronic check,Yes,1,No,Yes,No internet service,5398.76,ID914,Female,64
Yes,Month-to-month,Yes,Yes,DSL,48.34,No,No internet service,No internet service,No,No,Electronic check,Yes,1,No internet service,No internet service,No internet service,2409.55,ID915,Male,45
Yes,One year,Yes,No internet service,Fiber optic,27.6,No phone service,No,No internet service,Yes,No,Mailed check,Yes,0,Yes,No,No internet service,4225.29,ID916,Male,70
No,Month-to-month,No,Yes,DSL,84.53,No phone service,No internet service,No,No,No,Electronic check,No,0,No internet service,Yes,No,4665.11,ID917,Female,13
Yes,One year,Yes,No,DSL,56.0,No,No,No internet service,No,Yes,Electronic check,No,1,No,No internet service,Yes,3223.33,ID918,Female,14
Yes,Month-to-month,No,No,Fiber optic,46.58,Yes,Yes,No internet service,No,No,Mailed check,Yes,1,No internet service,No internet service,No internet service,1827.42,ID919,Male,29
No,Month-to-month,No,Yes,No,113.51,No,Yes,No,Yes,Yes,Credit card,Yes,0,No,No,Yes,250.8,ID920,Female,12
No,Two year,Yes,Yes,Fiber optic,109.66,No phone service,No internet service,No internet service,No,No,Bank transfer,No,0,Yes,No internet service,Yes,2839.33,ID921,Female,41
Yes,Month-to-month,No,No internet service,No,61.41,No,No,Yes,Yes,Yes,Credit card,Yes,1,No internet service,Yes,No internet service,3835.94,ID922,Male,8
Yes,Month-to-month,Yes,No,No,58.07,Yes,No,Yes,No,Yes,Electronic check,Yes,0,No,Yes,No,4955.28,ID923,Female,15
No,One year,Yes,Yes,Fiber optic,100.99,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No internet service,No internet service,Yes,8277.95,ID924,Female,58
No,Two year,Yes,Yes,No,75.57,No,Yes,Yes,Yes,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,4790.54,ID925,Female,61
No,Two year,No,No,DSL,107.82,No phone service,Yes,No internet service,Yes,Yes,Electronic check,No,1,No,Yes,No,1642.5,ID926,Female,40
Yes,Two year,No,No,DSL,68.91,No,Yes,No internet service,Yes,Yes,Credit card,Yes,0,No internet service,No,Yes,4955.76,ID927,Male,36
No,One year,Yes,No,No,88.25,No phone service,No,Yes,Yes,No,Mailed check,No,0,No,No internet service,No internet service,2177.37,ID928,Female,17
No,Two year,Yes,Yes,No,98.12,Yes,Yes,Yes,No,Yes,Credit card,Yes,1,Yes,No internet service,No,7622.62,ID929,Female,56
Yes,Two year,Yes,No internet service,Fiber optic,40.38,Yes,Yes,No internet service,Yes,No,Credit card,No,1,Yes,No internet service,No,2968.2,ID930,Male,17
No,Month-to-month,No,Yes,DSL,108.13,No phone service,No internet service,No,Yes,No,Mailed check,Yes,0,No,Yes,No,4642.85,ID931,Female,32
No,Two year,No,No internet service,DSL,35.58,Yes,No,Yes,No,No,Bank transfer,Yes,1,No internet service,No,No,79.06,ID932,Female,3
No,One year,Yes,No,DSL,48.25,Yes,No,No internet service,No,No,Credit card,Yes,0,No internet service,No,Yes,8348.19,ID933,Female,43
No,Month-to-month,Yes,No,No,27.99,Yes,No,No,No,Yes,Mailed check,No,0,No,No,No internet service,3722.59,ID934,Female,56
Yes,Two year,Yes,Yes,DSL,68.04,Yes,Yes,Yes,No,Yes,Bank transfer,No,1,Yes,Yes,No internet service,4450.18,ID935,Male,41
Yes,One year,Yes,No,No,85.87,No,No internet service,Yes,Yes,Yes,Bank transfer,No,0,No internet service,No,Yes,5922.93,ID936,Male,23
Yes,Two year,Yes,Yes,No,44.97,No phone service,No,No,Yes,No,Bank transfer,Yes,0,No internet service,No,Yes,7558.56,ID937,Male,62
No,One year,Yes,No,No,76.83,No phone service,Yes,No,Yes,No,Electronic check,No,1,No,No internet service,No,5346.26,ID938,Female,62
Yes,Two year,Yes,No,No,39.55,No,No internet service,Yes,Yes,No,Bank transfer,Yes,1,No,No,No,7462.76,ID939,Male,38
No,One year,Yes,Yes,Fiber optic,103.21,No phone service,No,Yes,Yes,No,Credit card,Yes,1,Yes,No internet service,Yes,3792.52,ID940,Male,18
Yes,Month-to-month,No,Yes,DSL,35.6,Yes,Yes,No,Yes,No,Credit card,Yes,1,No,Yes,No internet service,1793.36,ID941,Male,2
Yes,Two year,Yes,No,DSL,97.87,Yes,Yes,No,Yes,Yes,Bank transfer,No,1,Yes,No internet service,No internet service,2339.71,ID942,Male,49
No,Two year,No,No internet service,No,95.95,No,Yes,No,No,No,Bank transfer,No,1,Yes,Yes,No internet service,7910.58,ID943,Male,8
Yes,Month-to-month,No,Yes,Fiber optic,109.95,No,Yes,Yes,Yes,Yes,Mailed check,No,1,Yes,Yes,No internet service,3589.63,ID944,Male,39
Yes,Two year,Yes,No,Fiber optic,115.23,No phone service,No internet service,Yes,No,No,Electronic check,Yes,1,Yes,No internet service,No,8114.43,ID945,Male,15
No,Month-to-month,No,No,DSL,47.59,No phone service,No,No,Yes,Yes,Credit card,No,1,No internet service,No,Yes,4533.19,ID946,Male,48
Yes,Two year,No,No internet service,DSL,98.69,Yes,No internet service,Yes,No,No,Credit card,Yes,0,Yes,No,Yes,93.84,ID947,Female,50
Yes,Two year,Yes,No internet service,Fiber optic,56.36,No,No,No internet service,Yes,No,Bank transfer,Yes,0,No,Yes,No internet service,2400.48,ID948,Male,36
Yes,Month-to-month,No,No,DSL,90.38,No phone service,No,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,2955.72,ID949,Male,5
No,One year,Yes,No,Fiber optic,26.32,Yes,Yes,No internet service,No,Yes,Bank transfer,Yes,1,Yes,Yes,No,2559.69,ID950,Male,65
No,One year,Yes,No,No,74.16,Yes,No internet service,No internet service,Yes,Yes,Bank transfer,Yes,0,No,No,Yes,3470.85,ID951,Female,62
No,Two year,Yes,No,No,95.58,No phone service,Yes,No,Yes,Yes,Electronic check,Yes,1,No,Yes,No,7852.2,ID952,Female,49
Yes,One year,Yes,No,No,79.19,No,Yes,No,Yes,No,Bank transfer,No,0,No internet service,Yes,Yes,1642.6,ID953,Male,70
No,Month-to-month,No,No,Fiber optic,23.96,No,Yes,No internet service,Yes,Yes,Mailed check,No,1,No internet service,Yes,No,4903.95,ID954,Female,53
No,Month-to-month,No,Yes,Fiber optic,44.34,No,No internet service,Yes,No,Yes,Bank transfer,Yes,0,No,Yes,Yes,4267.4,ID955,Male,68
Yes,Month-to-month,No,No internet service,No,107.5,Yes,No internet service,Yes,Yes,Yes,Mailed check,Yes,0,Yes,No,No,2924.15,ID956,Female,51
No,Two year,Yes,No,Fiber optic,41.4,No phone service,No internet service,No internet service,No,Yes,Credit card,Yes,1,No,No internet service,No,7895.63,ID957,Female,12
No,Month-to-month,No,Yes,No,88.78,No phone service,No,Yes,Yes,Yes,Bank transfer,Yes,0,No,Yes,No,1253.14,ID958,Male,6
Yes,Month-to-month,Yes,No,No,115.3,No,No internet service,No internet service,No,Yes,Electronic check,No,0,No internet service,No internet service,No internet service,6999.46,ID959,Male,7
Yes,One year,No,Yes,DSL,117.16,No,No,No,No,Yes,Mailed check,Yes,0,No,No,No internet service,525.07,ID960,Female,15
No,Two year,Yes,No internet service,DSL,72.78,No phone service,No internet service,Yes,Yes,No,Electronic check,No,1,No internet service,No internet service,No,5989.2,ID961,Male,13
Yes,One year,No,No internet service,DSL,102.6,No,No internet service,No,Yes,Yes,Bank transfer,No,1,No,No internet service,Yes,3793.74,ID962,Female,16
Yes,One year,Yes,Yes,Fiber optic,84.37,No phone service,No internet service,No internet service,No,No,Credit card,No,1,No,No internet service,Yes,354.57,ID963,Female,6
Yes,Two year,No,No internet service,No,92.55,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,0,Yes,No,Yes,6790.23,ID964,Male,62
Yes,Two year,Yes,Yes,DSL,68.48,Yes,No,Yes,No,No,Bank transfer,Yes,1,No,No internet service,Yes,7854.22,ID965,Male,24
Yes,Two year,Yes,No,DSL,104.47,Yes,No,No,Yes,Yes,Bank transfer,Yes,0,Yes,Yes,No internet service,1216.74,ID966,Female,67
Yes,Month-to-month,Yes,No,DSL,115.21,Yes,No internet service,No,Yes,No,Mailed check,No,1,Yes,No,Yes,7546.35,ID967,Male,47
Yes,Month-to-month,Yes,No internet service,No,37.76,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No internet service,6364.93,ID968,Male,8
Yes,One year,No,Yes,DSL,51.13,No,Yes,Yes,Yes,No,Bank transfer,Yes,1,Yes,Yes,No internet service,3114.02,ID969,Male,43
No,Two year,No,No,DSL,84.16,No phone service,No,Yes,Yes,Yes,Credit card,Yes,0,Yes,Yes,No internet service,2156.08,ID970,Male,5
No,Month-to-month,No,Yes,Fiber optic,55.61,No,No,No internet service,Yes,Yes,Electronic check,Yes,0,No internet service,Yes,No internet service,7781.65,ID971,Male,62
No,Month-to-month,Yes,No internet service,Fiber optic,65.78,Yes,No internet service,No internet service,No,No,Electronic check,Yes,1,No,No,No,8047.43,ID972,Female,12
Yes,Two year,Yes,No,No,20.27,No phone service,No,Yes,Yes,Yes,Mailed check,No,0,No,No,No,3787.01,ID973,Male,69
No,Two year,No,Yes,Fiber optic,66.7,No phone service,No,No internet service,Yes,Yes,Electronic check,No,1,Yes,No internet service,Yes,1066.29,ID974,Female,6
No,One year,Yes,Yes,Fiber optic,30.98,No phone service,No,No internet service,No,Yes,Electronic check,No,1,No,No internet service,Yes,5144.36,ID975,Male,63
No,One year,Yes,Yes,No,49.24,No,Yes,No,No,Yes,Bank transfer,Yes,0,Yes,Yes,No,3716.18,ID976,Male,14
Yes,Month-to-month,No,Yes,No,62.55,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No internet service,No internet service,No,2355.4,ID977,Male,42
No,Month-to-month,Yes,No internet service,No,103.72,Yes,No internet service,Yes,No,No,Credit card,Yes,1,No,No,No internet service,3545.82,ID978,Female,41
No,Month-to-month,Yes,No,No,61.61,No,No,Yes,No,No,Mailed check,Yes,0,Yes,No internet service,No internet service,6141.79,ID979,Male,62
Yes,Month-to-month,Yes,No,DSL,64.69,No,Yes,Yes,No,No,Bank transfer,No,1,No,No internet service,No,880.81,ID980,Male,71
Yes,One year,Yes,No,Fiber optic,21.2,Yes,No,No,No,No,Mailed check,No,0,No internet service,Yes,Yes,7080.74,ID981,Female,70
No,Two year,No,No,No,111.21,Yes,No,No internet service,Yes,Yes,Credit card,No,0,No,No,Yes,6063.88,ID982,Male,41
Yes,Month-to-month,Yes,No,DSL,23.69,No phone service,Yes,No internet service,No,Yes,Bank transfer,No,1,Yes,Yes,Yes,3095.82,ID983,Male,48
Yes,Month-to-month,No,No internet service,DSL,46.19,No phone service,No internet service,No internet service,No,Yes,Credit card,No,0,No internet service,No internet service,No internet service,7503.0,ID984,Female,43
No,One year,Yes,Yes,Fiber optic,94.52,No phone service,No internet service,No internet service,Yes,No,Electronic check,Yes,1,No,Yes,No,3079.92,ID985,Female,18
No,One year,No,No internet service,Fiber optic,42.79,No,No,Yes,No,Yes,Credit card,No,1,No internet service,Yes,Yes,6324.6,ID986,Female,68
No,One year,Yes,No internet service,Fiber optic,33.76,Yes,No internet service,No internet service,No,Yes,Credit card,Yes,0,No,Yes,No,5006.9,ID987,Female,45
Yes,Month-to-month,Yes,No internet service,Fiber optic,68.25,No,No,No internet service,Yes,No,Bank transfer,No,0,Yes,No,Yes,7405.19,ID988,Male,49
No,Month-to-month,No,No,Fiber optic,111.56,Yes,Yes,No internet service,Yes,No,Mailed check,Yes,1,No,No,No internet service,2688.23,ID989,Male,64
No,Two year,Yes,No,DSL,56.24,Yes,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No,No internet service,Yes,6761.27,ID990,Female,52
No,Month-to-month,No,Yes,DSL,57.7,No,Yes,No,No,No,Electronic check,Yes,1,No internet service,No internet service,No internet service,8244.98,ID991,Male,58
Yes,Two year,Yes,No internet service,Fiber optic,116.02,No,No,No internet service,No,No,Electronic check,No,1,No internet service,Yes,No,5989.62,ID992,Male,37
No,Two year,No,No internet service,No,112.86,Yes,Yes,Yes,No,No,Bank transfer,No,1,No internet service,No internet service,Yes,4601.76,ID993,Male,24
Yes,Month-to-month,Yes,No,No,23.5,No,No,No,No,Yes,Credit card,Yes,1,No,Yes,No,3110.91,ID994,Female,51
No,Two year,Yes,No,DSL,28.91,Yes,No,No internet service,Yes,No,Bank transfer,No,0,No,No internet service,No,2001.19,ID995,Male,28
No,Month-to-month,No,No internet service,Fiber optic,74.94,No,No internet service,Yes,No,No,Credit card,No,1,No,No,Yes,3833.95,ID996,Male,70
Yes,Two year,Yes,No internet service,Fiber optic,73.5,No,Yes,No internet service,Yes,No,Credit card,Yes,1,Yes,Yes,Yes,515.87,ID997,Male,1
No,One year,Yes,No,Fiber optic,91.2,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,0,Yes,No,Yes,934.26,ID998,Female,39
No,Month-to-month,Yes,No internet service,No,37.53,No phone service,No internet service,No,No,No,Bank transfer,No,1,No,No,Yes,361.69,ID999,Female,20
